,Identifier,primer_start,primer_end,adaptor_start,adaptor_end
32201,GGBKTAO02B2XN7,1,21,NA,NA
32202,GGBKTAO02CF6VQ,1,21,NA,NA
32203,GGBKTAO02B4IJR,1,21,NA,NA
32204,GGBKTAO02B4OXL,1,21,NA,NA
32205,GGBKTAO02CE72E,1,21,NA,NA
32206,GGBKTAO02CA6TR,1,21,NA,NA
32207,GGBKTAO02B9LVZ,1,21,NA,NA
32208,GGBKTAO02B41GO,1,21,NA,NA
32209,GGBKTAO02B4OXS,NA,NA,NA,NA
32210,GGBKTAO02B5A0D,1,21,NA,NA
32211,GGBKTAO02B3ZI7,1,21,NA,NA
32212,GGBKTAO02B47SY,1,21,135,154
32213,GGBKTAO02B2EQ7,1,21,NA,NA
32214,GGBKTAO02B5D68,1,21,NA,NA
32215,GGBKTAO02B6SR2,NA,NA,NA,NA
32216,GGBKTAO02B2KYQ,1,21,NA,NA
32217,GGBKTAO02B6PKZ,1,21,314,333
32218,GGBKTAO02CG2HX,1,21,NA,NA
32219,GGBKTAO02CGZEW,1,21,NA,NA
32220,GGBKTAO02B8WKS,1,21,NA,NA
32221,GGBKTAO02B59RR,1,21,317,336
32222,GGBKTAO02CC7GS,1,21,NA,NA
32223,GGBKTAO02B6157,1,21,NA,NA
32224,GGBKTAO02B6PLI,1,21,NA,NA
32225,GGBKTAO02CCXZQ,1,21,317,336
32226,GGBKTAO02B7ESV,1,21,NA,NA
32227,GGBKTAO02CDAOO,1,21,289,308
32228,GGBKTAO02B9YHL,NA,NA,NA,NA
32229,GGBKTAO02B5KGH,1,21,NA,NA
32230,GGBKTAO02B8ZOC,NA,NA,NA,NA
32231,GGBKTAO02B53HU,NA,NA,NA,NA
32232,GGBKTAO02CDM9L,NA,NA,NA,NA
32233,GGBKTAO02CG5O8,1,21,NA,NA
32234,GGBKTAO02CE1TC,1,21,NA,NA
32235,GGBKTAO02B8TIM,NA,NA,NA,NA
32236,GGBKTAO02B2UHQ,1,21,NA,NA
32237,GGBKTAO02B2BNB,NA,NA,NA,NA
32238,GGBKTAO02B6F1N,1,21,298,317
32239,GGBKTAO02B97X7,1,21,NA,NA
32240,GGBKTAO02CE4XJ,1,21,317,336
32241,GGBKTAO02B703E,1,21,NA,NA
32242,GGBKTAO02B8TI6,1,21,NA,NA
32243,GGBKTAO02CA0EU,1,21,NA,NA
32244,GGBKTAO02B4OX7,1,21,NA,NA
32245,GGBKTAO02B94V7,1,21,NA,NA
32246,GGBKTAO02B6I6E,1,21,344,363
32247,GGBKTAO02B8TCK,1,21,NA,NA
32248,GGBKTAO02B32OU,1,21,NA,NA
32249,GGBKTAO02B59VU,1,21,NA,NA
32250,GGBKTAO02B5W19,1,21,NA,NA
32251,GGBKTAO02B8DLK,1,21,311,330
32252,GGBKTAO02B3TCI,1,21,301,320
32253,GGBKTAO02CAT3J,1,21,298,317
32254,GGBKTAO02B9VCR,1,21,NA,NA
32255,GGBKTAO02CAT77,1,21,NA,NA
32256,GGBKTAO02B4R5N,1,21,NA,NA
32257,GGBKTAO02B7RIJ,1,21,202,221
32258,GGBKTAO02CGMQ5,1,21,280,299
32259,GGBKTAO02B5HD7,1,21,NA,NA
32260,GGBKTAO02CESBN,1,21,NA,NA
32261,GGBKTAO02B7UNU,NA,NA,NA,NA
32262,GGBKTAO02B7BNW,1,21,NA,NA
32263,GGBKTAO02B47UU,1,21,NA,NA
32264,GGBKTAO02CD9BD,1,21,NA,NA
32265,GGBKTAO02CE1W4,1,21,NA,NA
32266,GGBKTAO02CDDVN,1,21,NA,NA
32267,GGBKTAO02B8WNA,1,21,NA,NA
32268,GGBKTAO02B3WF8,1,21,NA,NA
32269,GGBKTAO02B9YH4,1,21,NA,NA
32270,GGBKTAO02B9LW7,1,21,NA,NA
32271,GGBKTAO02B4LPS,NA,NA,NA,NA
32272,GGBKTAO02CFQ5G,1,21,NA,NA
32273,GGBKTAO02B97XR,NA,NA,NA,NA
32274,GGBKTAO02CF3OJ,1,21,NA,NA
32275,GGBKTAO02CBF6C,1,21,NA,NA
32276,GGBKTAO02CDZTO,1,21,NA,NA
32277,GGBKTAO02CG8UU,1,21,NA,NA
32278,GGBKTAO02CBPSM,1,21,NA,NA
32279,GGBKTAO02CECMN,1,21,301,320
32280,GGBKTAO02CFHNI,1,21,NA,NA
32281,GGBKTAO02B4ILX,1,21,316,335
32282,GGBKTAO02B5W5V,1,21,NA,NA
32283,GGBKTAO02B35VP,1,21,NA,NA
32284,GGBKTAO02B5AX9,1,21,NA,NA
32285,GGBKTAO02B7XRU,1,21,NA,NA
32286,GGBKTAO02CDWRV,1,21,92,111
32287,GGBKTAO02CGMSV,1,21,NA,NA
32288,GGBKTAO02B8TEA,NA,NA,NA,NA
32289,GGBKTAO02B4YGE,1,21,317,336
32290,GGBKTAO02B7RG0,1,21,NA,NA
32291,GGBKTAO02B6CZ7,1,21,NA,NA
32292,GGBKTAO02CCLAE,1,21,NA,NA
32293,GGBKTAO02B6PJ6,1,21,NA,NA
32294,GGBKTAO02CDTMW,1,21,NA,NA
32295,GGBKTAO02CBJBR,1,21,NA,NA
32296,GGBKTAO02B7ETF,1,21,NA,NA
32297,GGBKTAO02CCUSG,NA,NA,NA,NA
32298,GGBKTAO02CFQ5O,NA,NA,NA,NA
32299,GGBKTAO02B5A2C,1,21,NA,NA
32300,GGBKTAO02B702J,NA,NA,NA,NA
32301,GGBKTAO02CAA4R,1,21,NA,NA
32302,GGBKTAO02CDQHD,1,21,NA,NA
32303,GGBKTAO02B9IOF,1,21,364,383
32304,GGBKTAO02CDAM3,1,21,NA,NA
32305,GGBKTAO02B53G1,1,21,NA,NA
32306,GGBKTAO02B9FJW,1,21,NA,NA
32307,GGBKTAO02CFA83,1,21,NA,NA
32308,GGBKTAO02B5G9G,1,21,NA,NA
32309,GGBKTAO02B7OB7,NA,NA,NA,NA
32310,GGBKTAO02CAEA5,1,21,NA,NA
32311,GGBKTAO02CF3PT,1,21,NA,NA
32312,GGBKTAO02B85Z2,1,21,NA,NA
32313,GGBKTAO02B3M0Y,1,21,NA,NA
32314,GGBKTAO02B6I7D,1,21,NA,NA
32315,GGBKTAO02CESF7,1,21,NA,NA
32316,GGBKTAO02CCH4U,1,21,NA,NA
32317,GGBKTAO02B59O4,1,21,NA,NA
32318,GGBKTAO02CAED0,1,21,320,339
32319,GGBKTAO02B3ZNB,1,21,NA,NA
32320,GGBKTAO02B2BMX,1,21,NA,NA
32321,GGBKTAO02CCH4X,1,21,NA,NA
32322,GGBKTAO02B4OUN,NA,NA,NA,NA
32323,GGBKTAO02CDANM,1,21,NA,NA
32324,GGBKTAO02B9YGN,1,21,NA,NA
32325,GGBKTAO02B299R,NA,NA,NA,NA
32326,GGBKTAO02B6VZT,1,21,NA,NA
32327,GGBKTAO02CGS2A,1,21,NA,NA
32328,GGBKTAO02B2RAC,1,21,NA,NA
32329,GGBKTAO02CHBXN,1,21,300,319
32330,GGBKTAO02CAEBO,1,21,NA,NA
32331,GGBKTAO02B2RE8,1,21,NA,NA
32332,GGBKTAO02CGS4Y,1,21,NA,NA
32333,GGBKTAO02B50DN,1,21,NA,NA
32334,GGBKTAO02B8GRP,1,21,NA,NA
32335,GGBKTAO02CA9WC,1,21,NA,NA
32336,GGBKTAO02B703M,1,21,NA,NA
32337,GGBKTAO02B2N6D,1,21,317,336
32338,GGBKTAO02B3JUB,1,21,NA,NA
32339,GGBKTAO02B5Z9V,1,21,NA,NA
32340,GGBKTAO02CFQ5V,1,21,NA,NA
32341,GGBKTAO02B6CUY,1,21,NA,NA
32342,GGBKTAO02CBC19,1,21,NA,NA
32343,GGBKTAO02B2XRX,1,21,NA,NA
32344,GGBKTAO02CCXY0,1,21,301,320
32345,GGBKTAO02B4B6H,1,21,NA,NA
32346,GGBKTAO02CDWPW,1,21,NA,NA
32347,GGBKTAO02CBC5P,1,21,NA,NA
32348,GGBKTAO02CAT20,1,21,NA,NA
32349,GGBKTAO02B6MHW,NA,NA,NA,NA
32350,GGBKTAO02CG5LG,1,21,NA,NA
32351,GGBKTAO02CGGC8,1,21,NA,NA
32352,GGBKTAO02CEIVC,1,21,NA,NA
32353,GGBKTAO02B3MXA,1,21,NA,NA
32354,GGBKTAO02CC06Z,1,21,NA,NA
32355,GGBKTAO02B3ZKG,1,21,NA,NA
32356,GGBKTAO02B9YF9,NA,NA,NA,NA
32357,GGBKTAO02CDAPE,1,21,162,181
32358,GGBKTAO02B6VY8,1,21,NA,NA
32359,GGBKTAO02B702Y,1,21,NA,NA
32360,GGBKTAO02CD9HQ,1,21,NA,NA
32361,GGBKTAO02B62BU,NA,NA,NA,NA
32362,GGBKTAO02B2302,1,21,NA,NA
32363,GGBKTAO02CDZX0,1,21,NA,NA
32364,GGBKTAO02CAT7A,1,21,NA,NA
32365,GGBKTAO02B3P7T,1,21,NA,NA
32366,GGBKTAO02B5QV5,1,21,NA,NA
32367,GGBKTAO02CEISM,1,21,NA,NA
32368,GGBKTAO02CFKSH,1,21,NA,NA
32369,GGBKTAO02CCROO,1,21,NA,NA
32370,GGBKTAO02B53HK,NA,NA,NA,NA
32371,GGBKTAO02CEO58,1,21,NA,NA
32372,GGBKTAO02B6VYE,1,21,NA,NA
32373,GGBKTAO02CD9FH,1,21,NA,NA
32374,GGBKTAO02CE4YM,1,21,NA,NA
32375,GGBKTAO02CD545,1,21,NA,NA
32376,GGBKTAO02B56KQ,1,21,NA,NA
32377,GGBKTAO02B7H2N,1,21,NA,NA
32378,GGBKTAO02B4U9P,NA,NA,NA,NA
32379,GGBKTAO02B9YJF,1,21,NA,NA
32380,GGBKTAO02B7ETQ,1,21,NA,NA
32381,GGBKTAO02B616E,1,21,NA,NA
32382,GGBKTAO02CCE3K,1,21,NA,NA
32383,GGBKTAO02B68IH,1,21,301,320
32384,GGBKTAO02B972V,1,21,NA,NA
32385,GGBKTAO02CDDRA,1,21,NA,NA
32386,GGBKTAO02B9LXZ,1,21,NA,NA
32387,GGBKTAO02B2984,1,21,NA,NA
32388,GGBKTAO02CAKMI,1,21,302,321
32389,GGBKTAO02CCBXD,1,21,NA,NA
32390,GGBKTAO02B7OA2,1,21,NA,NA
32391,GGBKTAO02B4U5O,1,21,NA,NA
32392,GGBKTAO02B7K4M,NA,NA,NA,NA
32393,GGBKTAO02B3ZOQ,NA,NA,NA,NA
32394,GGBKTAO02B8AE4,1,21,NA,NA
32395,GGBKTAO02B3P74,NA,NA,NA,NA
32396,GGBKTAO02CEVGP,1,21,NA,NA
32397,GGBKTAO02B3M0F,1,21,NA,NA
32398,GGBKTAO02CEVG9,1,21,NA,NA
32399,GGBKTAO02CEL3X,1,21,NA,NA
32400,GGBKTAO02B7XRN,1,21,NA,NA
32401,GGBKTAO02CAEEJ,1,21,318,337
32402,GGBKTAO02CBMIB,1,21,301,320
32403,GGBKTAO02CAW8Y,1,21,NA,NA
32404,GGBKTAO02B70YS,NA,NA,NA,NA
32405,GGBKTAO02CCUUT,1,21,NA,NA
32406,GGBKTAO02CDZZH,1,21,NA,NA
32407,GGBKTAO02B4FDX,1,21,NA,NA
32408,GGBKTAO02CCBRW,1,21,NA,NA
32409,GGBKTAO02B7OC6,1,21,NA,NA
32410,GGBKTAO02CCOGS,1,21,317,336
32411,GGBKTAO02B3P2G,1,21,NA,NA
32412,GGBKTAO02CF3TV,NA,NA,NA,NA
32413,GGBKTAO02CDAOZ,1,21,NA,NA
32414,GGBKTAO02B7H15,1,21,NA,NA
32415,GGBKTAO02B56K1,1,21,NA,NA
32416,GGBKTAO02CGV9S,1,21,NA,NA
32417,GGBKTAO02B8DLG,1,21,NA,NA
32418,GGBKTAO02B2XSB,1,21,NA,NA
32419,GGBKTAO02CGZBO,1,21,NA,NA
32420,GGBKTAO02B3DGG,1,21,NA,NA
32421,GGBKTAO02B3DEF,1,21,NA,NA
32422,GGBKTAO02B94TZ,1,21,NA,NA
32423,GGBKTAO02CCUUQ,1,21,NA,NA
32424,GGBKTAO02B68MU,1,21,NA,NA
32425,GGBKTAO02B9CHL,1,21,NA,NA
32426,GGBKTAO02B972Y,1,21,NA,NA
32427,GGBKTAO02CCOGC,1,21,NA,NA
32428,GGBKTAO02B8GTX,NA,NA,NA,NA
32429,GGBKTAO02B70W9,1,21,NA,NA
32430,GGBKTAO02B65FE,1,21,NA,NA
32431,GGBKTAO02B7OBD,1,21,NA,NA
32432,GGBKTAO02CFBE0,1,21,NA,NA
32433,GGBKTAO02B20SY,NA,NA,NA,NA
32434,GGBKTAO02CAKL9,1,21,NA,NA
32435,GGBKTAO02B5QV9,1,21,NA,NA
32436,GGBKTAO02CAA5B,1,21,NA,NA
32437,GGBKTAO02B35Y9,NA,NA,NA,NA
32438,GGBKTAO02CECNK,1,21,NA,NA
32439,GGBKTAO02CEYLK,1,21,NA,NA
32440,GGBKTAO02B7HX6,1,21,NA,NA
32441,GGBKTAO02CD6BR,1,21,NA,NA
32442,GGBKTAO02B8WKV,1,21,316,335
32443,GGBKTAO02B7K5P,1,21,318,337
32444,GGBKTAO02CESAK,1,21,NA,NA
32445,GGBKTAO02CE75I,1,21,NA,NA
32446,GGBKTAO02B7XUP,1,21,508,527
32447,GGBKTAO02B7K83,NA,NA,NA,NA
32448,GGBKTAO02B7EWI,1,21,NA,NA
32449,GGBKTAO02B94UZ,1,21,NA,NA
32450,GGBKTAO02B20S4,NA,NA,NA,NA
32451,GGBKTAO02B8ZOK,1,21,NA,NA
32452,GGBKTAO02CGJM8,1,21,NA,NA
32453,GGBKTAO02B9CBX,1,21,NA,NA
32454,GGBKTAO02CA6RS,1,21,NA,NA
32455,GGBKTAO02B77DC,1,21,NA,NA
32456,GGBKTAO02B2K2R,NA,NA,NA,NA
32457,GGBKTAO02CGSY1,1,21,NA,NA
32458,GGBKTAO02B5QR1,1,21,NA,NA
32459,GGBKTAO02CDZZL,1,21,318,337
32460,GGBKTAO02CDQI0,1,21,NA,NA
32461,GGBKTAO02CDJ2J,NA,NA,NA,NA
32462,GGBKTAO02B91NQ,NA,NA,NA,NA
32463,GGBKTAO02CEL1S,1,21,NA,NA
32464,GGBKTAO02CG8RM,1,21,NA,NA
32465,GGBKTAO02B3AD5,1,21,NA,NA
32466,GGBKTAO02CFXDN,1,21,311,330
32467,GGBKTAO02B6F08,1,21,NA,NA
32468,GGBKTAO02B2N8Z,1,21,NA,NA
32469,GGBKTAO02CFHOE,1,21,NA,NA
32470,GGBKTAO02CFEGA,1,21,NA,NA
32471,GGBKTAO02CFQ7T,1,21,NA,NA
32472,GGBKTAO02CA0IY,1,21,NA,NA
32473,GGBKTAO02CCXZZ,1,21,NA,NA
32474,GGBKTAO02CDZYN,1,21,NA,NA
32475,GGBKTAO02CDGWT,1,21,NA,NA
32476,GGBKTAO02B5G9X,1,21,NA,NA
32477,GGBKTAO02B32T2,1,21,361,380
32478,GGBKTAO02B2N5J,1,21,NA,NA
32479,GGBKTAO02CAT7P,NA,NA,NA,NA
32480,GGBKTAO02CCXXU,NA,NA,NA,NA
32481,GGBKTAO02B5QQH,1,21,NA,NA
32482,GGBKTAO02CECMR,1,21,NA,NA
32483,GGBKTAO02CGMQI,1,21,318,337
32484,GGBKTAO02B47X1,1,21,301,320
32485,GGBKTAO02CDQGV,1,21,NA,NA
32486,GGBKTAO02CDDP3,1,21,NA,NA
32487,GGBKTAO02B20V7,1,21,NA,NA
32488,GGBKTAO02B4YBE,1,21,NA,NA
32489,GGBKTAO02CGPYE,1,21,NA,NA
32490,GGBKTAO02B6C0L,1,21,NA,NA
32491,GGBKTAO02CDDTG,1,21,NA,NA
32492,GGBKTAO02B3JVB,NA,NA,NA,NA
32493,GGBKTAO02B5TV4,1,21,NA,NA
32494,GGBKTAO02CF91O,1,21,NA,NA
32495,GGBKTAO02B2N8L,1,21,NA,NA
32496,GGBKTAO02CEIUD,1,21,NA,NA
32497,GGBKTAO02CHE6Q,1,21,NA,NA
32498,GGBKTAO02CHE70,1,21,NA,NA
32499,GGBKTAO02B6ME2,1,21,NA,NA
32500,GGBKTAO02B6F5T,1,21,NA,NA
32501,GGBKTAO02B47UJ,1,21,NA,NA
32502,GGBKTAO02B2BI9,1,21,NA,NA
32503,GGBKTAO02CEYPR,1,21,NA,NA
32504,GGBKTAO02CECGJ,1,21,NA,NA
32505,GGBKTAO02B4LQA,1,21,NA,NA
32506,GGBKTAO02CFHK9,1,21,NA,NA
32507,GGBKTAO02B2N4S,NA,NA,NA,NA
32508,GGBKTAO02B9SAY,1,21,NA,NA
32509,GGBKTAO02CBMNB,1,21,NA,NA
32510,GGBKTAO02B5W6L,1,21,NA,NA
32511,GGBKTAO02B2BHV,1,21,NA,NA
32512,GGBKTAO02CEFOC,1,21,NA,NA
32513,GGBKTAO02CA6SC,1,21,NA,NA
32514,GGBKTAO02CG5O4,1,21,NA,NA
32515,GGBKTAO02CA3LV,1,21,NA,NA
32516,GGBKTAO02B9O0N,1,21,NA,NA
32517,GGBKTAO02B9R4O,1,21,NA,NA
32518,GGBKTAO02B7ET8,1,21,NA,NA
32519,GGBKTAO02B94TG,1,21,NA,NA
32520,GGBKTAO02CF0KN,1,21,NA,NA
32521,GGBKTAO02CBSXO,1,21,NA,NA
32522,GGBKTAO02B9VCY,NA,NA,NA,NA
32523,GGBKTAO02B91L7,1,21,NA,NA
32524,GGBKTAO02CBMMS,1,21,NA,NA
32525,GGBKTAO02B6VTU,1,21,NA,NA
32526,GGBKTAO02B2N7U,1,21,NA,NA
32527,GGBKTAO02B3MX2,1,21,NA,NA
32528,GGBKTAO02CDTKQ,NA,NA,312,331
32529,GGBKTAO02B6SPS,1,21,NA,NA
32530,GGBKTAO02B850U,NA,NA,NA,NA
32531,GGBKTAO02B56J7,1,21,NA,NA
32532,GGBKTAO02CD9E6,1,21,NA,NA
32533,GGBKTAO02B4LTL,1,21,NA,NA
32534,GGBKTAO02CCX25,1,21,NA,NA
32535,GGBKTAO02B4LOX,1,21,NA,NA
32536,GGBKTAO02CGJMT,1,21,NA,NA
32537,GGBKTAO02CC7D1,NA,NA,NA,NA
32538,GGBKTAO02B3ACM,1,21,NA,NA
32539,GGBKTAO02CGS3Y,1,21,NA,NA
32540,GGBKTAO02B3500,1,21,NA,NA
32541,GGBKTAO02B8M7B,1,21,NA,NA
32542,GGBKTAO02B20SU,NA,NA,NA,NA
32543,GGBKTAO02B6PLT,1,21,NA,NA
32544,GGBKTAO02CB2CK,1,21,NA,NA
32545,GGBKTAO02B6VVB,NA,NA,NA,NA
32546,GGBKTAO02B20VZ,1,21,NA,NA
32547,GGBKTAO02B619V,1,21,NA,NA
32548,GGBKTAO02B6SRF,1,21,NA,NA
32549,GGBKTAO02CB2AE,1,21,317,336
32550,GGBKTAO02B732X,NA,NA,NA,NA
32551,GGBKTAO02CAD9F,1,21,NA,NA
32552,GGBKTAO02B854Q,1,21,NA,NA
32553,GGBKTAO02B7ULX,1,21,NA,NA
32554,GGBKTAO02CEO5Q,1,21,NA,NA
32555,GGBKTAO02CBSUA,1,21,NA,NA
32556,GGBKTAO02CD57E,1,21,NA,NA
32557,GGBKTAO02B9FHG,1,21,NA,NA
32558,GGBKTAO02CECI5,1,21,NA,NA
32559,GGBKTAO02B3ZLI,1,21,NA,NA
32560,GGBKTAO02B8GQC,1,21,NA,NA
32561,GGBKTAO02B8AIG,NA,NA,NA,NA
32562,GGBKTAO02CAXC1,1,21,NA,NA
32563,GGBKTAO02CCBVA,1,21,NA,NA
32564,GGBKTAO02B3JS1,1,21,NA,NA
32565,GGBKTAO02B6PKW,1,21,NA,NA
32566,GGBKTAO02CG8RA,1,21,301,320
32567,GGBKTAO02B5KLK,1,21,NA,NA
32568,GGBKTAO02CCUQX,1,21,NA,NA
32569,GGBKTAO02CCUR3,1,21,NA,NA
32570,GGBKTAO02CDQDU,1,21,NA,NA
32571,GGBKTAO02B4B62,1,21,NA,NA
32572,GGBKTAO02B41J8,1,21,NA,NA
32573,GGBKTAO02CAD88,1,21,NA,NA
32574,GGBKTAO02B7ESG,1,21,NA,NA
32575,GGBKTAO02CEIVF,1,21,NA,NA
32576,GGBKTAO02CF6UD,1,21,NA,NA
32577,GGBKTAO02B5D9P,1,21,NA,NA
32578,GGBKTAO02CAW9K,1,21,NA,NA
32579,GGBKTAO02B3826,1,21,NA,NA
32580,GGBKTAO02CAD8T,1,21,NA,NA
32581,GGBKTAO02B9LUG,1,21,NA,NA
32582,GGBKTAO02B68M9,1,21,NA,NA
32583,GGBKTAO02CG2LN,1,21,318,337
32584,GGBKTAO02CGV7S,1,21,NA,NA
32585,GGBKTAO02CFKSD,1,21,NA,NA
32586,GGBKTAO02CBGBC,1,21,NA,NA
32587,GGBKTAO02B6PIQ,NA,NA,NA,NA
32588,GGBKTAO02B5AYZ,1,21,NA,NA
32589,GGBKTAO02B9CBI,1,21,NA,NA
32590,GGBKTAO02B263I,1,21,NA,NA
32591,GGBKTAO02CG2GQ,1,21,NA,NA
32592,GGBKTAO02CFNX3,1,21,NA,NA
32593,GGBKTAO02B7EYI,1,21,NA,NA
32594,GGBKTAO02CCRLA,1,21,NA,NA
32595,GGBKTAO02B2K5A,1,21,NA,NA
32596,GGBKTAO02B4IIC,1,21,NA,NA
32597,GGBKTAO02CHIE0,1,21,151,170
32598,GGBKTAO02CA6UR,1,21,NA,NA
32599,GGBKTAO02B44QL,1,21,NA,NA
32600,GGBKTAO02CEVLX,1,21,NA,NA
32601,GGBKTAO02CAHF7,NA,NA,NA,NA
32602,GGBKTAO02CD22Y,1,21,317,336
32603,GGBKTAO02CE41Q,1,21,NA,NA
32604,GGBKTAO02CE76P,1,21,NA,NA
32605,GGBKTAO02B59TR,1,21,335,354
32606,GGBKTAO02CDDUX,1,21,NA,NA
32607,GGBKTAO02CA3KZ,1,21,NA,NA
32608,GGBKTAO02CGMQT,1,21,NA,NA
32609,GGBKTAO02CA0D8,1,21,NA,NA
32610,GGBKTAO02B7RFN,1,21,NA,NA
32611,GGBKTAO02CDQFQ,1,21,NA,NA
32612,GGBKTAO02CBC4W,1,21,NA,NA
32613,GGBKTAO02CE1XQ,1,21,NA,NA
32614,GGBKTAO02CBF7K,1,21,NA,NA
32615,GGBKTAO02CGZCU,1,21,NA,NA
32616,GGBKTAO02CF6V3,NA,NA,NA,NA
32617,GGBKTAO02CESD7,1,21,NA,NA
32618,GGBKTAO02B7H2G,1,21,NA,NA
32619,GGBKTAO02B6F5F,1,21,NA,NA
32620,GGBKTAO02CBY52,1,21,367,386
32621,GGBKTAO02CE1RP,1,21,NA,NA
32622,GGBKTAO02CEYLV,1,21,NA,NA
32623,GGBKTAO02CC7FB,1,21,NA,NA
32624,GGBKTAO02CGS3C,1,21,NA,NA
32625,GGBKTAO02B8AJZ,1,21,NA,NA
32626,GGBKTAO02CDZUO,1,21,NA,NA
32627,GGBKTAO02CAXDQ,1,21,313,332
32628,GGBKTAO02B4B84,1,21,NA,NA
32629,GGBKTAO02CFXHN,1,21,317,336
32630,GGBKTAO02CAKM5,1,21,NA,NA
32631,GGBKTAO02CGGB2,1,21,NA,NA
32632,GGBKTAO02B3ZMO,1,21,NA,NA
32633,GGBKTAO02CB8N4,1,21,NA,NA
32634,GGBKTAO02B9VFH,1,21,NA,NA
32635,GGBKTAO02B7BN0,1,21,NA,NA
32636,GGBKTAO02B4YDD,1,21,NA,NA
32637,GGBKTAO02B20W4,NA,NA,NA,NA
32638,GGBKTAO02CCH67,1,21,NA,NA
32639,GGBKTAO02B7H11,1,21,NA,NA
32640,GGBKTAO02CDTK5,NA,NA,NA,NA
32641,GGBKTAO02CDQCV,1,21,317,336
32642,GGBKTAO02CDG0C,1,21,301,320
32643,GGBKTAO02B18BI,1,21,NA,NA
32644,GGBKTAO02CGS41,1,21,NA,NA
32645,GGBKTAO02CFXFL,1,21,NA,NA
32646,GGBKTAO02CEFR6,1,21,NA,NA
32647,GGBKTAO02CE750,1,21,NA,NA
32648,GGBKTAO02B5D9A,1,21,NA,NA
32649,GGBKTAO02B8GQ6,NA,NA,NA,NA
32650,GGBKTAO02B8WNI,1,21,NA,NA
32651,GGBKTAO02B382R,1,21,NA,NA
32652,GGBKTAO02CGPWZ,1,21,NA,NA
32653,GGBKTAO02B56L6,1,21,NA,NA
32654,GGBKTAO02B5KI9,1,21,NA,NA
32655,GGBKTAO02B9U96,NA,NA,NA,NA
32656,GGBKTAO02B4OUJ,1,21,NA,NA
32657,GGBKTAO02B4R0H,1,21,NA,NA
32658,GGBKTAO02B8AD1,1,21,NA,NA
32659,GGBKTAO02CELY0,1,21,NA,NA
32660,GGBKTAO02B70YL,1,21,NA,NA
32661,GGBKTAO02CG2IO,1,21,NA,NA
32662,GGBKTAO02B2EPK,1,21,NA,NA
32663,GGBKTAO02CAQVV,1,21,NA,NA
32664,GGBKTAO02B6CX1,1,21,NA,NA
32665,GGBKTAO02CFQ5K,1,21,NA,NA
32666,GGBKTAO02B4U8B,1,21,NA,NA
32667,GGBKTAO02CAKOZ,1,21,NA,NA
32668,GGBKTAO02B6I86,1,21,NA,NA
32669,GGBKTAO02B5KHI,1,21,NA,NA
32670,GGBKTAO02B9LZI,1,21,NA,NA
32671,GGBKTAO02CDJ2A,1,21,NA,NA
32672,GGBKTAO02CF957,1,21,317,336
32673,GGBKTAO02CFXC8,1,21,NA,NA
32674,GGBKTAO02CDNB0,1,21,312,331
32675,GGBKTAO02CEO85,1,21,NA,NA
32676,GGBKTAO02CBST3,NA,NA,NA,NA
32677,GGBKTAO02B8DPX,1,21,NA,NA
32678,GGBKTAO02B2N9A,1,21,NA,NA
32679,GGBKTAO02B7RJU,1,21,NA,NA
32680,GGBKTAO02CAQ1M,1,21,NA,NA
32681,GGBKTAO02CGJHP,1,21,NA,NA
32682,GGBKTAO02B5Z8C,1,21,NA,NA
32683,GGBKTAO02B5QWR,1,21,NA,NA
32684,GGBKTAO02CCRP9,1,21,NA,NA
32685,GGBKTAO02CG5LK,1,21,NA,NA
32686,GGBKTAO02CG8UR,1,21,NA,NA
32687,GGBKTAO02B7360,1,21,NA,NA
32688,GGBKTAO02CFKR9,1,21,NA,NA
32689,GGBKTAO02CE4Z3,1,21,NA,NA
32690,GGBKTAO02CE786,1,21,317,336
32691,GGBKTAO02B8WI5,1,21,NA,NA
32692,GGBKTAO02CAQXL,1,21,NA,NA
32693,GGBKTAO02B47W4,1,21,NA,NA
32694,GGBKTAO02CG5Q3,1,21,NA,NA
32695,GGBKTAO02CFEI2,1,21,NA,NA
32696,GGBKTAO02B65FL,1,21,NA,NA
32697,GGBKTAO02CGS0N,1,21,462,481
32698,GGBKTAO02B269P,1,21,NA,NA
32699,GGBKTAO02CAECB,1,21,317,336
32700,GGBKTAO02CGV9D,1,21,NA,NA
32701,GGBKTAO02CAXBJ,1,21,NA,NA
32702,GGBKTAO02CDWO1,1,21,NA,NA
32703,GGBKTAO02B70WW,1,21,NA,NA
32704,GGBKTAO02CC7JW,1,21,NA,NA
32705,GGBKTAO02CFQ4C,1,21,128,147
32706,GGBKTAO02B8JXQ,1,21,NA,NA
32707,GGBKTAO02B4LS6,1,21,NA,NA
32708,GGBKTAO02B3P3Q,1,21,NA,NA
32709,GGBKTAO02B9O06,1,21,NA,NA
32710,GGBKTAO02B9INH,1,21,NA,NA
32711,GGBKTAO02CBPRJ,1,21,NA,NA
32712,GGBKTAO02B5T06,1,21,NA,NA
32713,GGBKTAO02CAKKS,1,21,NA,NA
32714,GGBKTAO02CC06D,1,21,NA,NA
32715,GGBKTAO02B6192,1,21,NA,NA
32716,GGBKTAO02B7OFF,1,21,NA,NA
32717,GGBKTAO02CA9WN,1,21,NA,NA
32718,GGBKTAO02CCLB1,1,21,NA,NA
32719,GGBKTAO02B23ZH,1,21,NA,NA
